CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008198-RA,1.17E-04,20,176,178,301,145,58,126,56,103,98.7882,157,130,107,245,326,317,208,191,190,unspecified product ,GO:0005912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000869-RA,0.048019251,20,122.151,105.575,88.9019,47.9839,24.385,68.2632,55.6591,58.4378,75.5552,83.01,65.9441,47.5726,105.991,116.086,124.639,109.883,100.255,81.7086,partitioning defective protein 3 ,GO:0005912, GO:0005938, GO:0016324, GO:0008104, GO:0045197, GO:0051660, GO:0007155, GO:0030010, GO:0000226, GO:0035091, GO:0043296, GO:0007049, GO:0051301, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,
AGAP006526-RA,0.013521275,24,658,579.04,861.607,875,438.083,858,861.375,932,1146.1,959.308,795.076,726,486,549,493.325,912,431.299,561,unspecified product ,GO:0005925, GO:0051015, GO:0051015, GO:0005925, GO:0005737, GO:0046872, GO:0005515, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005860-RA,0.013521275,20,197,262,414,234,219,603,479,671,608,542,456,749,337,340,414,393,304,457,phosphoglucomutase ,GO:0005975, GO:0005829, GO:0004614, GO:0004614, GO:0005978, GO:0006006, GO:0019388, GO:0005829, GO:0000287, GO:0071704, GO:0005975, GO:0016868, GO:0006006, GO:0004614, GO:0000287, GO:0016868, GO:0046872, GO:0005975, GO:0071704,,,,,,,,,,,,,,,,,,
AGAP011936-RA,1.17E-04,24,117,115,241,260.729,234,563.055,92,275,242,56,40,62,45,47,39,85,95,114,unspecified product ,GO:0005975, GO:0008061, GO:0016810, GO:0005576, GO:0003824, GO:0005515, GO:0003824, GO:0008061, GO:0016810, GO:0005975, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029922-RA,0.017446449,20,96,118,140,135,88,205,106,156,127,116,85,78,174,111,133,176,108,150,unspecified product ,GO:0005975, GO:0016757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011937-RA,0.002568419,24,43,67.3121,69.6839,28.8969,59.3682,126.368,22,51.5403,33.1375,0,0,0,10,12.3101,0,22.2292,36.5772,67.8833,unspecified product ,GO:0005975, GO:0003824, GO:0005576, GO:0008061, GO:0005515, GO:0005975, GO:0003824, GO:0005576, GO:0008061, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012010-RB,4.77E-05,24,173.375,176.732,257.807,159.955,89.4417,239.223,316.2,483.608,574.806,712.042,661.739,725.162,1131.86,1103.75,1254.43,615.344,723.025,647.025,unspecified product ,GO:0006000, GO:0003873, GO:0006003, GO:0005524, GO:0003824, GO:0006000, GO:0003873, GO:0006003, GO:0005524, GO:0003824,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007285-RA,1.76E-04,24,212,257,349,204,152,332,134,219,210,164,153,170,200,216,206,306,216,244,alpha-L-fucosidase ,GO:0006004, GO:0016139, GO:0004560, GO:0005764, GO:0004560, GO:0006004, GO:0016139, GO:0005764, GO:0006004, GO:0004560, GO:0005975, GO:0004560, GO:0016787, GO:0016798, GO:0005975, GO:0006004, GO:0008152,,,,,,,,,,,,,,,,,,,,
AGAP008502-RA,0.006235544,20,188,230,270,158,142,287,172,188,196,169,174,176,256,262,184,376,231,256,L-xylulose reductase ,GO:0006006, GO:0004090, GO:0050038, GO:0005997, GO:0004090, GO:0050038, GO:0005997, GO:0006006, GO:0016491, GO:0016491, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008060-RA,0.003536595,24,2768,3275,4831,3653,2631,6104,2121,3854,3593,2025,1853,2374,3451,3071,2541,3658,2034,3535,imaginal disc growth factor 2 ,GO:0006032, GO:0005576, GO:0004568, GO:0008061, GO:0006032, GO:0005576, GO:0005737, GO:0008061, GO:0005975, GO:0008061, GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002347-RA,0.006235544,20,151,176,253,143,90,250,116,176,162,177,126,125,245,199,181,279,190,234,N-acetylglucosamine-6-phosphate deacetylase [Source:UniProtKB/TrEMBL;Acc:Q7QBX3] ,GO:0006046, GO:0008448, GO:0008448, GO:0006046, GO:0046872, GO:0008448, GO:0005975, GO:0047419, GO:0016810, GO:0016787, GO:0006044, GO:0008448, GO:0008448, GO:0016787, GO:0016787, GO:0016810, GO:0046872, GO:0047419, GO:0005975, GO:0006044,,,,,,,,,,,,,,,,,
AGAP005124-RD,0.008053382,24,403.769,666.241,770.722,444.868,352.167,718.711,464.205,525.525,589.765,437.177,435.099,426.002,561.012,589.081,653.965,723.688,548.505,553.924,aldehyde dehydrogenase ,GO:0006081, GO:0005737, GO:0004029, GO:0004028, GO:0016021, GO:0006081, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016021, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016620, GO:0016021, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0055114, 
AGAP005124-RA,0.004735301,20,362.317,304.247,540.002,268.01,193.421,446.541,237.317,313.082,354.921,263.19,181.239,235.397,429.143,483.032,470.571,596.326,396.119,498.531,aldehyde dehydrogenase ,GO:0006081, GO:0005737, GO:0004029, GO:0004028, GO:0016021, GO:0006081, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016021, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016620, GO:0016021, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0055114, 
AGAP005124-RB,0.01040207,20,315.367,389.863,487.441,238.285,219.518,406.281,204.402,345.349,340.987,281.943,286.192,243.901,362.979,465.071,420.58,466.214,332.752,482.686,aldehyde dehydrogenase ,GO:0006081, GO:0005737, GO:0004029, GO:0004028, GO:0016021, GO:0006081, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016021, GO:0016620, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0006081, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0006081, GO:0016620, GO:0016021, GO:0016491, GO:0016491, GO:0016491, GO:0016620, GO:0055114, 
AGAP005847-RA,0.001007748,20,429,592,624,309,204,464,314,346,357,215,267,217,475,553,572,694,556,546,hydroxymethylglutaryl-CoA synthase ,GO:0006084, GO:0010142, GO:0004421, GO:0004421, GO:0006084, GO:0010142, GO:0006084, GO:0010142, GO:0016126, GO:0004421, GO:0016746, GO:0008299, GO:0003824, GO:0004421, GO:0004421, GO:0016740, GO:0006629, GO:0006694, GO:0008202, GO:0008299, GO:0016126,,,,,,,,,,,,,,,,
AGAP007975-RA,0.02253974,16,936.448,1422.44,1513.61,1314.61,737.382,1810.68,800.084,1145.26,1010.5,1217.41,1049.75,1040.04,1736.25,1284.06,1646.33,1808.33,1825.52,1583.36,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) ,GO:0006090, GO:0004742, GO:0043231, GO:0045254, GO:0016746, GO:0004742, GO:0016746, GO:0006090, GO:0045254, GO:0006086, GO:0006090, GO:0004742, GO:0043231, GO:0045254, GO:0016746, GO:0004742, GO:0016746, GO:0006090, GO:0045254, GO:0006086,,,,,,,,,,,,,,,,,
AGAP004399-RB,7.41E-04,20,53.2054,72.8846,91.762,125.308,78.617,189.748,146.922,205.982,220.728,80.4594,115.142,118,69.2671,85.0771,87.7307,128.033,73.1545,72.9973,phosphoglycerate mutase ,GO:0006096, GO:0004619, GO:0016868, GO:0004619, GO:0016868, GO:0006096, GO:0006096, GO:0004619, GO:0016868, GO:0004619, GO:0016868, GO:0006096,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001903-RA,0.029078823,20,2566,2956,4544,3246,2458,5310,3408,3853,4392,3104,2741,4009,3577,2986,3099,3933,3999,3929,NAD-dependent malate dehydrogenase ,GO:0006099, GO:0005737, GO:0005739, GO:0030060, GO:0030060, GO:0006099, GO:0005737, GO:0005739, GO:0019752, GO:0005975, GO:0006099, GO:0030060, GO:0003824, GO:0016616, GO:0016491, GO:0003824, GO:0016491, GO:0016491, GO:0016616, GO:0030060, GO:0005975, GO:0006099, GO:0019752, GO:0055114, GO:0055114,,,,,,,,,,,,
AGAP012048-RA,5.38E-04,24,1884.33,2183.31,2991.36,3041.35,1359.12,4089.7,1552.29,1811.9,2130.18,1195.48,806.955,1206.32,1342.13,1080.52,1181,1461.96,1766.47,1409.41,Citrate synthase [Source:UniProtKB/TrEMBL;Acc:Q7PV48] ,GO:0006099, GO:0004108, GO:0005975, GO:0005759, GO:0004108, GO:0005975, GO:0006099, GO:0005759, GO:0006101, GO:0004108, GO:0046912, GO:0004108, GO:0016740, GO:0046912, GO:0006099, GO:0006101,,,,,,,,,,,,,,,,,,,,,
AGAP006366-RB,0.01040207,20,700.021,724.264,894.512,845.802,768.209,1685.59,1522.39,1859.73,2119.39,1700.77,990.642,1365.24,816.89,956.719,1043.32,954.849,1506.93,808.189,2-oxoglutarate dehydrogenase E1 component ,GO:0006099, GO:0004591, GO:0005739, GO:0045252, GO:0004591, GO:0006099, GO:0005739, GO:0045252, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, 
AGAP001884-RA,0.001397691,20,906,1058,1570,910,722,1677,891,1057,1147,801,647,884,1131,1163,1142,1356,1509,1306,"fumarate hydratase, class II ",GO:0006099, GO:0006106, GO:0005739, GO:0004333, GO:0006108, GO:0006099, GO:0016829, GO:0003824, GO:0045239, GO:0006106, GO:0004333, GO:0006099, GO:0006106, GO:0045239, GO:0004333, GO:0016829, GO:0003824,,,,,,,,,,,,,,,,,,,,
AGAP006366-RA,0.037253837,24,680.456,756.773,1095.1,742.915,466.456,899.469,1266.55,1229.78,1544.41,1434.93,1150.37,1109.43,886.667,686.829,1036.25,968.355,831.704,801.891,2-oxoglutarate dehydrogenase E1 component ,GO:0006099, GO:0004591, GO:0005739, GO:0045252, GO:0004591, GO:0006099, GO:0005739, GO:0045252, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, GO:0030976, GO:0004591, GO:0016624, GO:0004591, GO:0016624, GO:0030976, GO:0006099, GO:0055114, GO:0006099, 
AGAP007786-RA,0.004735301,24,1430,1729,2352,1296,877,2328,1294,1558,1711,1537,1367,1519,1871,1895,1767,2639,2091,2154,isocitrate dehydrogenase (NAD+) ,GO:0006102, GO:0006099, GO:0005739, GO:0004449, GO:0006099, GO:0006102, GO:0005739, GO:0000287, GO:0004449, GO:0005759, GO:0006099, GO:0051287, GO:0016616, GO:0000287, GO:0000287, GO:0004449, GO:0004449, GO:0016616, GO:0051287, GO:0051287, GO:0006099, GO:0006099, GO:0055114, GO:0005739,,,,,,,,,,,,,
AGAP007593-RB,3.66E-04,20,256.726,345.394,360.22,302.973,207.213,469.534,450.525,551.424,521.671,479.277,472.556,499.601,455.014,516.541,464.62,450.072,294.525,341.735,glycerol-3-phosphate dehydrogenase (NAD+) ,GO:0006116, GO:0006072, GO:0004367, GO:0005829, GO:0004367, GO:0006072, GO:0006116, GO:0005829, GO:0042803, GO:0009331, GO:0006650, GO:0051287, GO:0006072, GO:0004367, GO:0005975, GO:0046168, GO:0016491, GO:0016616, GO:0004367, GO:0004367, GO:0016491, GO:0016491, GO:0016616, GO:0042803, GO:0051287, GO:0051287, GO:0005975, GO:0006072, GO:0046168, GO:0046168, GO:0055114, GO:0055114, GO:0009331, GO:0009331, GO:0046168, GO:0042803, 
AGAP007593-RA,0.008053382,24,25.2736,28.6062,82.7804,46.0267,33.7872,57.4661,48.4754,102.576,101.329,100.723,87.444,123.399,84.9863,112.459,133.38,80.9282,42.4746,53.2651,glycerol-3-phosphate dehydrogenase (NAD+) ,GO:0006116, GO:0006072, GO:0004367, GO:0005829, GO:0004367, GO:0006072, GO:0006116, GO:0005829, GO:0042803, GO:0009331, GO:0006650, GO:0051287, GO:0006072, GO:0004367, GO:0005975, GO:0046168, GO:0016491, GO:0016616, GO:0004367, GO:0004367, GO:0016491, GO:0016491, GO:0016616, GO:0042803, GO:0051287, GO:0051287, GO:0005975, GO:0006072, GO:0046168, GO:0046168, GO:0055114, GO:0055114, GO:0009331, GO:0009331, GO:0046168, GO:0042803, 
AGAP009537-RA,0.003536595,20,5925,6000,8596,9889,6469,12931,9238,12268,11270,6911,7774,8890,7310,6275,5160,7238,7770,7203,cytochrome c ,GO:0006122, GO:0006123, GO:0043280, GO:0005758, GO:0006122, GO:0006123, GO:0043280, GO:0005758, GO:0009055, GO:0070469, GO:0046872, GO:0020037, GO:0009055, GO:0020037, GO:0046872, GO:0055114, GO:0005739, GO:0070469,,,,,,,,,,,,,,,,,,,
AGAP005155-RA,0.008053382,24,616,813,1145,351,317,540,396,591,590,544,407,352,437,702,698,956,685,668,3'-5' exonuclease domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GP19] ,GO:0006139, GO:0008408, GO:0003676, GO:0003676, GO:0008408, GO:0046872, GO:0006139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003629-RA,4.77E-05,24,76,69,92,77,38,118,171,182,171,491,408,411,336,280,244,252,114,150,unspecified product ,GO:0006196, GO:0005886, GO:0008253, GO:0008253, GO:0006196, GO:0005886, GO:0046872, GO:0000166, GO:0009166, GO:0016788, GO:0016787, GO:0000166, GO:0000166, GO:0016787, GO:0016787, GO:0016788, GO:0046872, GO:0009166, GO:0016311,,,,,,,,,,,,,,,,,,
AGAP005123-RA,0.013521275,20,105,93,148,109,71,123,59,62,86,60,67,65,173,95,108,150,113,168,nucleoside-diphosphate kinase ,GO:0006241, GO:0006228, GO:0006183, GO:0005524, GO:0004550, GO:0006165, GO:0000166, GO:0004550, GO:0004550, GO:0005524, GO:0016301, GO:0016740, GO:0006165, GO:0006183, GO:0006228, GO:0006241, GO:0016310,,,,,,,,,,,,,,,,,,,,
AGAP007775-RA,0.037253837,24,58,34,55,47,21,60,34,21,45,38,36,39,13,24,24,36,24,30,ATP-dependent DNA helicase PIF1 [Source:UniProtKB/TrEMBL;Acc:Q7Q395] ,GO:0006260, GO:0005657, GO:0032508, GO:0006260, GO:0032508, GO:0005657, GO:0000723, GO:0005524, GO:0006310, GO:0005634, GO:0016887, GO:0003677, GO:0043139, GO:0006281, GO:0005739, GO:0000002, GO:0003678, GO:0000166, GO:0003677, GO:0003678, GO:0003678, GO:0004386, GO:0005524, GO:0016787, GO:0043139, GO:0000002, GO:0000723, GO:0006281, GO:0006281, GO:0006310, GO:0006974, GO:0005634, GO:0005739,,,,
AGAP005197-RA,0.008053382,20,4335,4760,6273,6646,4010,8037,7112,9046,9047,9474,8609,7158,6293,6265,5734,8072,4440,5860,"E2 ubiquitin-conjugating enzyme, bendless ",GO:0006301, GO:0070534, GO:0000209, GO:0061631, GO:0005634, GO:0061631, GO:0006301, GO:0070534, GO:0005634, GO:0005524, GO:0000166, GO:0005524, GO:0016740,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001928-RA,0.001397691,24,1528,1806,1946,1128,767,1399,995,1419,1143,1078,1353,931,2373,2283,2369,2770,2324,2326,nucleosome assembly protein 1-like 1 ,GO:0006334, GO:0000785, GO:0042393, GO:0005634, GO:0003682, GO:0006334, GO:0005634, GO:0006334, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008914-RA,0.006235544,24,4363,5465,6584,4869,3120,6692,5707,6649,7221,7157,7210,5870,7368,8036,6969,8620,5193,6294,unspecified product ,GO:0006355, GO:0003700, GO:0110165, GO:0003700, GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007801-RA,1.76E-04,24,108,189,200.099,112.1,102,154.232,802.661,1018,1301.37,1899.25,1915,1701,1237.3,1265,1525.82,912.291,798,768,vrille ,GO:0006355, GO:0007623, GO:0005634, GO:0110165, GO:0003700, GO:0006355, GO:0003700, GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007935-RA,0.02253974,16,625,826,931,563,447,776,793,992,947,1006,1044,657,882,933,1003,947,584,689,unspecified product ,GO:0006355, GO:0005634, GO:0005667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029804-RC,0.001007748,24,3599.99,5563.8,6828.89,2873.66,1749.11,3843.53,2153.67,2833.71,3596.7,1934.96,1632.53,1247.94,1647.4,1226.36,1613.55,3213.29,1550.33,1800.96,unspecified product ,GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0006357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006678-RA,0.003536595,24,786,1107,1236,813.182,617,1031,956,1185,1304,1705.42,1696,1280,1468,1575,1796.26,1814,1071,1154,cyclin T ,GO:0006357, GO:0032786, GO:0061575, GO:0005634, GO:0008024, GO:0016538, GO:0016538, GO:0061575, GO:0006357, GO:0032786, GO:0005634, GO:0008024, GO:0006357, GO:0016538, GO:0006351, GO:0000079, GO:0006351, GO:0045737,,,,,,,,,,,,,,,,,,,
AGAP006376-RA,0.003536595,24,585.205,875.516,1024.68,180.57,224.82,282.364,116.26,193.988,239.11,1429.73,2125.78,1400.86,1550.45,2613.04,3443.86,2064.15,1797.82,1788.45,PAR-domain protein 1 ,GO:0006357, GO:0000981, GO:0000978, GO:0005634, GO:0000977, GO:0005634, GO:0006355, GO:0003700, GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0006355, GO:0003700, GO:0006357, GO:0005634, GO:0003677, GO:0003700, GO:0006355, GO:0006357,,,,,,,,,,,,,,,,,
AGAP029774-RA,5.38E-04,24,1057.85,1661.93,1974.94,622,560,900.511,655,733.988,921.691,376.132,273,190.423,526.914,517.698,627.266,1046.12,764,705,unspecified product ,GO:0006357, GO:0005634, GO:0080090, GO:0060255, GO:0051171, GO:0005515, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029804-RA,0.01040207,24,214.137,345.414,311.282,499.164,364.243,721.49,743.232,736.078,659.829,1457.24,1335.07,1119.07,582.908,862.611,521.598,958.704,528.485,570.957,unspecified product ,GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0006357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005056-RA,1.76E-04,24,545.471,604.457,714.45,350.706,238.886,449.781,255.458,290.538,268.271,146.082,117.377,100.665,294.228,271.967,193.454,648.03,547.947,420.107,cyclin-related protein FAM58A ,GO:0006357, GO:0016538, GO:0005634, GO:0016538, GO:0006357, GO:0005634, GO:0006357, GO:0016538, GO:0000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010405-RA,0.01040207,20,179.796,224.265,282.074,316.118,244.728,421.363,329.182,441.64,374.494,535.23,371.78,369.064,424.29,398.837,443.068,469.302,291.457,281.963,transcription factor MAFF/G/K ,GO:0006357, GO:0005634, GO:0000978, GO:0000981, GO:0000978, GO:0003700, GO:0043565, GO:0005634, GO:0003700, GO:0006355, GO:0003677, GO:0003677, GO:0003677, GO:0003700, GO:0006355, GO:0005634, GO:0005634, GO:0005634, GO:0003677, GO:0003700, GO:0006355, GO:0003677, GO:0003677, GO:0003700, GO:0006355, GO:0005634, GO:0005634,,,,,,,,,,
AGAP008499-RA,0.013521275,24,193,213,313,190,115,237,217,234,234,240,242,243,289,324,348,374,328,338,mitochondrial transcription factor A ,GO:0006357, GO:0008301, GO:0000976, GO:0005634, GO:0003677, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001464-RB,0.01040207,24,276.377,411.708,637.918,381.862,337.377,693.463,411.876,545.717,603.182,4.81633,16.171,12.0657,14.7089,9.6623,66.5392,27.1024,53.4722,5.08104,cyclic AMP-responsive element-binding protein 3 ,GO:0006357, GO:0000978, GO:0000981, GO:0005634, GO:0003700, GO:0110165, GO:0006355, GO:0006355, GO:0003700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013384-RA,8.74E-05,20,134,173,175,166,103,227,237,353,326,372,394,430,233,278,264,210,178,133,unspecified product ,GO:0006357, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006376-RB,0.008053382,24,274.989,305.295,343.965,210.709,66.2265,259.339,144.469,148.127,201.933,102.679,70.0626,68.8473,130.928,96.2684,89.6825,145.286,102.869,74.5445,PAR-domain protein 1 ,GO:0006357, GO:0000981, GO:0000978, GO:0005634, GO:0000977, GO:0005634, GO:0006355, GO:0003700, GO:0006357, GO:0003700, GO:0006355, GO:0006357, GO:0006355, GO:0003700, GO:0006357, GO:0005634, GO:0003677, GO:0003700, GO:0006355, GO:0006357,,,,,,,,,,,,,,,,,
AGAP012361-RA,0.02253974,16,86,122,184,142,93,167,82,119,116,121,100,116,142,159,127,181,131,155,MRG-binding protein ,GO:0006357, GO:0016573, GO:0035267, GO:0043189, GO:0006355, GO:0005634, GO:0006355, GO:0005634, GO:0043189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009822-RA,7.41E-04,20,41,51,76,70,50,91,44,68,41,33,34,32,57,46,37,65,70,85,DNA-binding protein rfxank ,GO:0006357, GO:0005634, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002375-RA,0.003536595,20,42,46,35,52,24,39,15,30,14,12,10,10,49,47,31,61,42,61,DNA-directed RNA polymerase I subunit RPA12 ,GO:0006363, GO:0005736, GO:0001054, GO:0003899, GO:0006363, GO:0005736, GO:0006379, GO:0003676, GO:0003899, GO:0008270, GO:0006351, GO:0003676, GO:0003899, GO:0008270, GO:0046872, GO:0006351, GO:0006379, GO:0005634, GO:0005730,,,,,,,,,,,,,,,,,,
AGAP004557-RA,0.02253974,24,75,125,163,99,74,122,66,107,91,64,90,60,156,155,150,146,135,154,U3 small nucleolar RNA-associated protein 21 ,GO:0006364, GO:0034388, GO:0032040, GO:0006364, GO:0032040, GO:0034388, GO:0006364, GO:0032040, GO:0005515, GO:0006364, GO:0032040,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011383-RA,0.037253837,20,80,111,166,105,57,165,97,107,112,71,67,65,106,101,176,156,117,145,rRNA-processing protein EBP2 ,GO:0006364, GO:0042273, GO:0005730, GO:0030687, GO:0034399, GO:0042254, GO:0005730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009968-RA,0.008053382,20,69,71,78,50,34,70,49,73,39,39,28,29,68,81,82,129,66,72,Brix domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7Q152] ,GO:0006364, GO:0000460, GO:0005730, GO:0030687, GO:0000470, GO:0042134, GO:0006364, GO:0019843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013394-RA,0.008053382,20,125.83,125.478,163.508,158.197,135.158,186.371,116.546,110.428,135.078,129.586,111.977,118.469,133.809,111.309,96.8945,226.646,151.727,218.703,unspecified product ,GO:0006366, GO:0005634, GO:0006384, GO:0003700, GO:0006355, GO:0006366, GO:0006384, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000826-RA,0.017446449,24,257,332,500,194,161,336,216,330,231,221,245,208,305,279,351,433,221,355,cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 ,GO:0006370, GO:0005634, GO:0004483, GO:0097309, GO:0005737, GO:0004483, GO:0006370, GO:0097309, GO:0005634, GO:0005737, GO:0006370, GO:0004483, GO:0003676, GO:0080009, GO:0032259, GO:0008168, GO:0004483, GO:0006370, GO:0080009, GO:0003676, GO:0008168, GO:0032259,,,,,,,,,,,,,,,
AGAP011340-RA,0.02253974,20,90,181,188,80,52,138,68,111,98,91,80,80,133,143,214,175,85,155,Cleavage and polyadenylation specificity factor subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H6C5] ,GO:0006378, GO:0005634, GO:0005847, GO:0005634, GO:0003676, GO:0005515, GO:0003676, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001976-RA,0.006235544,16,112,135,166,186,115,217,122,115,122,134,102,143,188,160,159,201,159,198,Archease ,GO:0006388, GO:0072669, GO:0006388, GO:0072669, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011581-RA,0.037253837,16,289,322,425,327,163,503,278,298,260,210,223,241,451,337,374,400,413,428,"39S ribosomal protein L12, mitochondrial ",GO:0006390, GO:0005762, GO:0006390, GO:0005762, GO:0006412, GO:0003735, GO:0005840, GO:0003735, GO:0006412, GO:0005840,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008952-RA,0.006235544,20,144,171,266,137,77.9979,136,92,143,95,85,108,122,219,165,152,212,168,251,lupus La protein ,GO:0006396, GO:1990904, GO:0005634, GO:0003723, GO:0003676, GO:0003676, GO:0003723, GO:0003723, GO:0006396, GO:0005634, GO:1990904, GO:0006396, GO:1990904, GO:0005634, GO:0003723, GO:0003676, GO:0003676, GO:0003723, GO:0003723, GO:0006396, GO:0005634, GO:1990904,,,,,,,,,,,,,,,
AGAP000655-RA,0.01040207,20,559,570,726,715,472,892,599,695,658,594,552,635,661,637,441,839,875,745,40S ribosomal protein S14a [Source:UniProtKB/Swiss-Prot;Acc:Q7QEH1] ,GO:0006412, GO:0070181, GO:0000028, GO:0022627, GO:0000462, GO:0048027, GO:0003735, GO:0003735, GO:0048027, GO:0070181, GO:0000028, GO:0000462, GO:0006412, GO:0022627, GO:0006412, GO:0003735, GO:0005840, GO:0003735, GO:0006412, GO:0005840, GO:0005840, GO:0003674, GO:0008150, GO:0005575,,,,,,,,,,,,,
AGAP009613-RA,0.001397691,16,192,290,357,287,204,372,221,275,260,227,209,247,363,322,286,461,282,375,"28S ribosomal protein S7, mitochondrial ",GO:0006412, GO:0003735, GO:0003729, GO:0005840, GO:0000028, GO:0019843, GO:0005763, GO:0003729, GO:0003735, GO:0019843, GO:0000028, GO:0006412, GO:0005763, GO:0005840, GO:0006412, GO:0006412,,,,,,,,,,,,,,,,,,,,,
